#separator:tab
#html:true
～か<ruby><rb>月</rb><rt>げつ</rt></ruby>	"～か<ruby><rb>月</rb><rt>げつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

～かげつ<br>
<span style=""color:turquoise"">(<strong>ctr</strong>) period of months</span>

<hr>

2か<ruby><rb>月</rb><rt>げつ</rt></ruby><ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>日本</rb><rt>にほん</rt></ruby>に<ruby><rb>来</rb><rt>き</rt></ruby>ました。<br>
I came to Japan 2 months ago.


<br><br>

Note: also written as ～ヵ月、～ヶ月、～カ月、～ケ月
"
<ruby><rb>映画</rb><rt>えいが</rt></ruby><ruby><rb>館</rb><rt>かん</rt></ruby>	"<ruby><rb>映画</rb><rt>えいが</rt></ruby><ruby><rb>館</rb><rt>かん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

えいがかん<br>
<span style=""color:turquoise"">(<strong>n</strong>) movie theatre</span>

<hr>

<ruby><rb>近</rb><rt>ちか</rt></ruby>くに<ruby><rb>映画館</rb><rt>えいがかん</rt></ruby>はありますか？<br>
Are there any movie theaters near here?

"
<ruby><rb>春</rb><rt>はる</rt></ruby>	"<ruby><rb>春</rb><rt>はる</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はる<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) spring</span>

<hr>

<ruby><rb>春</rb><rt>はる</rt></ruby>になると<ruby><rb>外</rb><rt>そと</rt></ruby>で<ruby><rb>遊</rb><rt>あそ</rt></ruby>びましょう。<br>
Let's play outside when it becomes spring.

"
<ruby><rb>昨夜</rb><rt>ゆうべ</rt></ruby>	"<ruby><rb>昨夜</rb><rt>ゆうべ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ゆうべ<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) last night</span>

<hr>

<ruby><rb>昨夜</rb><rt>ゆうべ</rt></ruby>は<ruby><rb>大雨</rb><rt>おおあめ</rt></ruby>だった。<br>
There was a heavy rain last night.

"
<ruby><rb>昨日</rb><rt>きのう</rt></ruby>	"<ruby><rb>昨日</rb><rt>きのう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

きのう<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) yesterday</span>

<hr>

<ruby><rb>昨日</rb><rt>きのう</rt></ruby>は<ruby><rb>木曜日</rb><rt>もくようび</rt></ruby>だった。<br>
Yesterday was Thursday.

"
<ruby><rb>昼</rb><rt>ひる</rt></ruby>	"<ruby><rb>昼</rb><rt>ひる</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひる<br>
<span style=""color:turquoise"">(<strong>n</strong>) noon</span>

<hr>

<ruby><rb>夏</rb><rt>なつ</rt></ruby>になると<ruby><rb>昼</rb><rt>ひる</rt></ruby>に<ruby><rb>出</rb><rt>で</rt></ruby>かけたくない。<br>
I don't want to go out at noon during summer.

"
<ruby><rb>昼</rb><rt>ひる</rt></ruby><ruby><rb>御飯</rb><rt>ごはん</rt></ruby>	"<ruby><rb>昼</rb><rt>ひる</rt></ruby><ruby><rb>御飯</rb><rt>ごはん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひるごはん<br>
<span style=""color:turquoise"">(<strong>n</strong>) lunch</span>

<hr>

<ruby><rb>昼御飯</rb><rt>ひるごはん</rt></ruby>はいつも<ruby><rb>弁当</rb><rt>べんとう</rt></ruby>です。<br>
My lunch is always a bento.

"
<ruby><rb>時々</rb><rt>ときどき</rt></ruby>	"<ruby><rb>時々</rb><rt>ときどき</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ときどき<br>
<span style=""color:turquoise"">(<strong>adv,n,adj-no</strong>) sometimes</span>

<hr>

<ruby><rb>時々</rb><rt>ときどき</rt></ruby><ruby><rb>映画</rb><rt>えいが</rt></ruby>を<ruby><rb>見</rb><rt>み</rt></ruby>に<ruby><rb>行</rb><rt>い</rt></ruby>きます。<br>
I sometimes go to see a movie.

"
<ruby><rb>時計</rb><rt>とけい</rt></ruby>	"<ruby><rb>時計</rb><rt>とけい</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

とけい<br>
<span style=""color:turquoise"">(<strong>n</strong>) watch; clock</span>

<hr>

<ruby><rb>私</rb><rt>わたし</rt></ruby>の<ruby><rb>時計</rb><rt>とけい</rt></ruby>はあなたの<ruby><rb>時計</rb><rt>とけい</rt></ruby>より<ruby><rb>高</rb><rt>たか</rt></ruby>くないです。<br>
My watch is less expensive than yours.

"
<ruby><rb>時間</rb><rt>じかん</rt></ruby>	"<ruby><rb>時間</rb><rt>じかん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

じかん<br>
<span style=""color:turquoise"">(<strong>n</strong>) time</span>

<hr>

<ruby><rb>時間</rb><rt>じかん</rt></ruby>がありますか。<br>
Do you have some time?

"
<ruby><rb>晩</rb><rt>ばん</rt></ruby>	"<ruby><rb>晩</rb><rt>ばん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ばん<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) evening</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby>の<ruby><rb>晩</rb><rt>ばん</rt></ruby>までにまた<ruby><rb>連絡</rb><rt>れんらく</rt></ruby>します。<br>
I'll contact you again by tomorrow evening.

"
<ruby><rb>晩</rb><rt>ばん</rt></ruby><ruby><rb>御飯</rb><rt>ごはん</rt></ruby>	"<ruby><rb>晩</rb><rt>ばん</rt></ruby><ruby><rb>御飯</rb><rt>ごはん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ばんごはん<br>
<span style=""color:turquoise"">(<strong>n</strong>) dinner</span>

<hr>

<ruby><rb>母</rb><rt>はは</rt></ruby>は<ruby><rb>晩御飯</rb><rt>ばんごはん</rt></ruby>の<ruby><rb>支度</rb><rt>したく</rt></ruby>で<ruby><rb>忙</rb><rt>いそが</rt></ruby>しいです。<br>
Mother is busy cooking the dinner.

"
<ruby><rb>晴</rb><rt>は</rt></ruby>れ	"<ruby><rb>晴</rb><rt>は</rt></ruby>れ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はれ<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) clear weather; fine weather</span>

<hr>

<ruby><rb>今日</rb><rt>きょう</rt></ruby>は<ruby><rb>晴</rb><rt>は</rt></ruby>れだから<ruby><rb>散歩</rb><rt>さんぽ</rt></ruby>しましょう。<br>
Let's take a walk because it's clear today.

"
<ruby><rb>晴</rb><rt>は</rt></ruby>れる	"<ruby><rb>晴</rb><rt>は</rt></ruby>れる

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はれる<br>
<span style=""color:turquoise"">(<strong>v1,vi</strong>) to clear up; to be sunny</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby>までに<ruby><rb>晴</rb><rt>は</rt></ruby>れる。<br>
It will clear up by tomorrow.

"
<ruby><rb>暇</rb><rt>ひま</rt></ruby>	"<ruby><rb>暇</rb><rt>ひま</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひま<br>
<span style=""color:turquoise"">(<strong>adj-na,n</strong>) spare time; free time</span>

<hr>

<ruby><rb>今晩</rb><rt>こんばん</rt></ruby><ruby><rb>暇</rb><rt>ひま</rt></ruby>かな？<br>
Are you free tonight?

"
<ruby><rb>暑</rb><rt>あつ</rt></ruby>い	"<ruby><rb>暑</rb><rt>あつ</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あつい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) hot (weather, etc.); warm</span>

<hr>

<ruby><rb>今年</rb><rt>ことし</rt></ruby>の<ruby><rb>夏</rb><rt>なつ</rt></ruby>は<ruby><rb>暑</rb><rt>あつ</rt></ruby>いですね。<br>
This summer is hot, isn't it.

"
<ruby><rb>暖</rb><rt>あたた</rt></ruby>かい	"<ruby><rb>暖</rb><rt>あたた</rt></ruby>かい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あたたかい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) warm; mild; genial</span>

<hr>

5<ruby><rb>月</rb><rt>がつ</rt></ruby>は<ruby><rb>暖</rb><rt>あたた</rt></ruby>かいから<ruby><rb>好</rb><rt>す</rt></ruby>きです。<br>
I like May because it is warm.

"
<ruby><rb>暗</rb><rt>くら</rt></ruby>い	"<ruby><rb>暗</rb><rt>くら</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くらい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) dark; gloomy</span>

<hr>

<ruby><rb>橋</rb><rt>はし</rt></ruby>の<ruby><rb>下</rb><rt>した</rt></ruby>は<ruby><rb>暗</rb><rt>くら</rt></ruby>かった。<br>
It was dark under the bridge.

"
<ruby><rb>曇</rb><rt>くも</rt></ruby>り	"<ruby><rb>曇</rb><rt>くも</rt></ruby>り

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くもり<br>
<span style=""color:turquoise"">(<strong>n</strong>) cloudiness; cloudy weather</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby>は<ruby><rb>曇</rb><rt>くも</rt></ruby>りになるでしょう。<br>
It will be cloudy tomorrow.

"
<ruby><rb>曇</rb><rt>くも</rt></ruby>る	"<ruby><rb>曇</rb><rt>くも</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くもる<br>
<span style=""color:turquoise"">(<strong>v5r,vi</strong>) to get cloudy; to become overcast</span>

<hr>

さっきは<ruby><rb>晴</rb><rt>は</rt></ruby>れだったけど、<ruby><rb>曇</rb><rt>くも</rt></ruby>ってきた。<br>
It was clear just a little while ago, but has become cloudy.

"
<ruby><rb>曲</rb><rt>まが</rt></ruby>る	"<ruby><rb>曲</rb><rt>まが</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

まがる<br>
<span style=""color:turquoise"">(<strong>v5r,vi</strong>) to turn; to bend</span>

<hr>

<ruby><rb>父</rb><rt>ちち</rt></ruby>が<ruby><rb>生</rb><rt>う</rt></ruby>まれた<ruby><rb>家</rb><rt>いえ</rt></ruby>はすぐ<ruby><rb>角</rb><rt>がど</rt></ruby>を<ruby><rb>曲</rb><rt>まが</rt></ruby>ったところにある。<br>
The house where my father was born is just around the corner.

"
<ruby><rb>書</rb><rt>か</rt></ruby>く	"<ruby><rb>書</rb><rt>か</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かく<br>
<span style=""color:turquoise"">(<strong>v5k,vt</strong>) to write</span>

<hr>

この<ruby><rb>文章</rb><rt>ぶんしょう</rt></ruby>を<ruby><rb>書</rb><rt>か</rt></ruby>いたら、<ruby><rb>宿題</rb><rt>しゅくだい</rt></ruby>が<ruby><rb>終</rb><rt>お</rt></ruby>わります。<br>
My homework will be finished after I write this sentence.

"
<ruby><rb>月曜日</rb><rt>げつようび</rt></ruby>	"<ruby><rb>月曜日</rb><rt>げつようび</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

げつようび<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) Monday</span>

<hr>

<ruby><rb>仕事</rb><rt>しごと</rt></ruby>は<ruby><rb>月曜日</rb><rt>げつようび</rt></ruby>からです。<br>
I have work from Monday.

"
<ruby><rb>有名</rb><rt>ゆうめい</rt></ruby>	"<ruby><rb>有名</rb><rt>ゆうめい</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ゆうめい<br>
<span style=""color:turquoise"">(<strong>adj-na</strong>) famous</span>

<hr>

あの<ruby><rb>番組</rb><rt>ばんぐみ</rt></ruby>でいつも<ruby><rb>有名</rb><rt>ゆうめい</rt></ruby>な<ruby><rb>俳優</rb><rt>はいゆう</rt></ruby>が<ruby><rb>出</rb><rt>で</rt></ruby>ている。<br>
Famour actors are always appearing on that program.

"
<ruby><rb>服</rb><rt>ふく</rt></ruby>	"<ruby><rb>服</rb><rt>ふく</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ふく<br>
<span style=""color:turquoise"">(<strong>n,n-suf</strong>) clothes</span>

<hr>

<ruby><rb>服</rb><rt>ふく</rt></ruby>を<ruby><rb>着</rb><rt>き</rt></ruby>ましたか？<br>
Have you finished dressing?

"
<ruby><rb>朝</rb><rt>あさ</rt></ruby>	"<ruby><rb>朝</rb><rt>あさ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あさ<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) morning</span>

<hr>

<ruby><rb>毎日</rb><rt>まいにち</rt></ruby>の<ruby><rb>朝</rb><rt>あさ</rt></ruby>は<ruby><rb>早</rb><rt>はや</rt></ruby>く<ruby><rb>起</rb><rt>お</rt></ruby>きます。<br>
I wake up early every morning.

"
<ruby><rb>朝</rb><rt>あさ</rt></ruby><ruby><rb>御飯</rb><rt>ごはん</rt></ruby>	"<ruby><rb>朝</rb><rt>あさ</rt></ruby><ruby><rb>御飯</rb><rt>ごはん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あさごはん<br>
<span style=""color:turquoise"">(<strong>n</strong>) breakfast</span>

<hr>

<ruby><rb>今日</rb><rt>きょう</rt></ruby>の<ruby><rb>朝御飯</rb><rt>あさごはん</rt></ruby>は<ruby><rb>味噌汁</rb><rt>みそしる</rt></ruby>と<ruby><rb>魚</rb><rt>さかな</rt></ruby>です。<br>
Today's breakfast is miso soup and fish.

"
<ruby><rb>木</rb><rt>き</rt></ruby>	"<ruby><rb>木</rb><rt>き</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

き<br>
<span style=""color:turquoise"">(<strong>n</strong>) tree</span>

<hr>

その<ruby><rb>机</rb><rt>つくえ</rt></ruby>は<ruby><rb>木</rb><rt>き</rt></ruby>です。<br>
That desk is wood.

"
<ruby><rb>木曜日</rb><rt>もくようび</rt></ruby>	"<ruby><rb>木曜日</rb><rt>もくようび</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

もくようび<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) Thursday</span>

<hr>

<ruby><rb>木曜日</rb><rt>もくようび</rt></ruby>に<ruby><rb>映画</rb><rt>えいが</rt></ruby>に<ruby><rb>行</rb><rt>い</rt></ruby>きませんか？<br>
Would you like to go to a movie on Thursday?

"
<ruby><rb>本</rb><rt>ほん</rt></ruby>	"<ruby><rb>本</rb><rt>ほん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ほん<br>
<span style=""color:turquoise"">(<strong>n,suf,ctr</strong>) book | counter for long cylindrical things</span>

<hr>

<ruby><rb>白</rb><rt>しろ</rt></ruby>ワインを5<ruby><rb>本</rb><rt>ほん</rt></ruby><ruby><rb>買</rb><rt>か</rt></ruby>いました。<br>
I bought 5 bottles of white wine.

"
<ruby><rb>本当</rb><rt>ほんとう</rt></ruby>	"<ruby><rb>本当</rb><rt>ほんとう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ほんとう<br>
<span style=""color:turquoise"">(<strong>adj-no,adj-na,adv,n</strong>) truth; reality; actuality</span>

<hr>

<ruby><rb>本当</rb><rt>ほんとう</rt></ruby>にパーティーに<ruby><rb>行</rb><rt>い</rt></ruby>かないですか？<br>
You really will not go to the party?

"
<ruby><rb>本棚</rb><rt>ほんだな</rt></ruby>	"<ruby><rb>本棚</rb><rt>ほんだな</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ほんだな<br>
<span style=""color:turquoise"">(<strong>n</strong>) bookshelvese</span>

<hr>

<ruby><rb>本棚</rb><rt>ほんだな</rt></ruby>に<ruby><rb>英和辞典</rb><rt>えいわじてん</rt></ruby>がありますか？<br>
Is there an English-Japanese dictionary on the bookshelf?

"
<ruby><rb>机</rb><rt>つくえ</rt></ruby>	"<ruby><rb>机</rb><rt>つくえ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

つくえ<br>
<span style=""color:turquoise"">(<strong>n</strong>) desk</span>

<hr>

その<ruby><rb>机</rb><rt>つくえ</rt></ruby>は<ruby><rb>木</rb><rt>き</rt></ruby>です。<br>
That desk is wood.

"
<ruby><rb>村</rb><rt>むら</rt></ruby>	"<ruby><rb>村</rb><rt>むら</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

むら<br>
<span style=""color:turquoise"">(<strong>n</strong>) village</span>

<hr>

この<ruby><rb>村</rb><rt>むら</rt></ruby>では、<ruby><rb>私</rb><rt>わたし</rt></ruby>の<ruby><rb>村</rb><rt>むら</rt></ruby>より<ruby><rb>物</rb><rt>もの</rt></ruby>が<ruby><rb>安</rb><rt>やす</rt></ruby>い。<br>
The things in this village are cheaper than our village.

"
<ruby><rb>来</rb><rt>く</rt></ruby>る	"<ruby><rb>来</rb><rt>く</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くる<br>
<span style=""color:turquoise"">(<strong>vk,vi</strong>) to come; to approach</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby>の12<ruby><rb>時</rb><rt>じ</rt></ruby><ruby><rb>頃</rb><rt>ごろ</rt></ruby>この<ruby><rb>教室</rb><rt>きょうしつ</rt></ruby>に<ruby><rb>来</rb><rt>き</rt></ruby>てください。<br>
Please come to this classroom about 12 'oclock tomorrow.

"
<ruby><rb>来年</rb><rt>らいねん</rt></ruby>	"<ruby><rb>来年</rb><rt>らいねん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

らいねん<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) next year</span>

<hr>

<ruby><rb>来年</rb><rt>らいねん</rt></ruby>また<ruby><rb>会</rb><rt>あ</rt></ruby>いましょう。<br>
Let's meet again next year.

"
<ruby><rb>来月</rb><rt>らいげつ</rt></ruby>	"<ruby><rb>来月</rb><rt>らいげつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

らいげつ<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) next month</span>

<hr>

<ruby><rb>来月</rb><rt>らいげつ</rt></ruby><ruby><rb>子供</rb><rt>こども</rt></ruby>が<ruby><rb>生</rb><rt>う</rt></ruby>まれます。<br>
We are going to have a child next month.

"
<ruby><rb>来週</rb><rt>らいしゅう</rt></ruby>	"<ruby><rb>来週</rb><rt>らいしゅう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

らいしゅう<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) next week</span>

<hr>

<ruby><rb>来週</rb><rt>らいしゅう</rt></ruby>にテストがあります。<br>
I have a test next week.

"
<ruby><rb>東</rb><rt>ひがし</rt></ruby>	"<ruby><rb>東</rb><rt>ひがし</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひがし<br>
<span style=""color:turquoise"">(<strong>n</strong>) east</span>

<hr>

<ruby><rb>風</rb><rt>かぜ</rt></ruby>は<ruby><rb>東</rb><rt>ひがし</rt></ruby>から<ruby><rb>吹</rb><rt>ふ</rt></ruby>いている。<br>
The wind is blowing from the east.

"
<ruby><rb>果物</rb><rt>くだもの</rt></ruby>	"<ruby><rb>果物</rb><rt>くだもの</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くだもの<br>
<span style=""color:turquoise"">(<strong>n</strong>) fruit</span>

<hr>

<ruby><rb>子供</rb><rt>こども</rt></ruby>は<ruby><rb>果物</rb><rt>くだもの</rt></ruby>が<ruby><rb>好</rb><rt>す</rt></ruby>きです。<br>
My child likes fruits.

"
<ruby><rb>椅子</rb><rt>いす</rt></ruby>	"<ruby><rb>椅子</rb><rt>いす</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いす<br>
<span style=""color:turquoise"">(<strong>n</strong>) chair</span>

<hr>

<ruby><rb>猫</rb><rt>ねこ</rt></ruby>は<ruby><rb>椅子</rb><rt>いす</rt></ruby>の<ruby><rb>上</rb><rt>うえ</rt></ruby>にいますか、<ruby><rb>椅子</rb><rt>いす</rt></ruby>の<ruby><rb>下</rb><rt>した</rt></ruby>にいますか？<br>
Is the cat on the chair or under the chair?

"
<ruby><rb>楽</rb><rt>たの</rt></ruby>しい	"<ruby><rb>楽</rb><rt>たの</rt></ruby>しい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

たのしい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) enjoyable; fun</span>

<hr>

パーティは<ruby><rb>楽</rb><rt>たの</rt></ruby>しかった。<br>
The party was fun.

"
<ruby><rb>横</rb><rt>よこ</rt></ruby>	"<ruby><rb>横</rb><rt>よこ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

よこ<br>
<span style=""color:turquoise"">(<strong>n</strong>) horizontal (as opposed to vertical); lying down</span>

<hr>

ベッドに<ruby><rb>横</rb><rt>よこ</rt></ruby>になっていた。<br>
He lay on the bed.

"
